SUID,shared name,shared interaction,name,selected,interaction,stringdb::score,stringdb::interspecies,stringdb::neighborhood,stringdb::fusion,stringdb::cooccurrence,stringdb::coexpression,stringdb::experiments,stringdb::databases,stringdb::textmining
110082,9606.ENSP00000308750 (pp) 9606.ENSP00000354724,pp,9606.ENSP00000308750 (pp) 9606.ENSP00000354724,False,pp,0.974,,0.0,0.0,0.0,0.0,0.423,0.9,0.589
110088,9606.ENSP00000308750 (pp) 9606.ENSP00000337500,pp,9606.ENSP00000308750 (pp) 9606.ENSP00000337500,False,pp,0.974,,0.0,0.0,0.0,0.0,0.423,0.9,0.585
110094,9606.ENSP00000308750 (pp) 9606.ENSP00000419494,pp,9606.ENSP00000308750 (pp) 9606.ENSP00000419494,False,pp,0.981,,0.0,0.0,0.0,0.0,0.519,0.5,0.929
110100,9606.ENSP00000308750 (pp) 9606.ENSP00000358862,pp,9606.ENSP00000308750 (pp) 9606.ENSP00000358862,False,pp,0.984,,0.0,0.0,0.0,0.0,0.326,0.9,0.782
110106,9606.ENSP00000308750 (pp) 9606.ENSP00000473391,pp,9606.ENSP00000308750 (pp) 9606.ENSP00000473391,False,pp,0.995,,0.0,0.0,0.0,0.0,0.19,0.0,0.995
110109,9606.ENSP00000328004 (pp) 9606.ENSP00000473391,pp,9606.ENSP00000328004 (pp) 9606.ENSP00000473391,False,pp,0.861,,0.0,0.0,0.0,0.0,0.337,0.0,0.798
110115,9606.ENSP00000328004 (pp) 9606.ENSP00000344087,pp,9606.ENSP00000328004 (pp) 9606.ENSP00000344087,False,pp,0.958,,0.0,0.0,0.0,0.0,0.795,0.5,0.626
110118,9606.ENSP00000328004 (pp) 9606.ENSP00000354724,pp,9606.ENSP00000328004 (pp) 9606.ENSP00000354724,False,pp,0.979,,0.0,0.0,0.0,0.049,0.798,0.0,0.902
110121,9606.ENSP00000328004 (pp) 9606.ENSP00000337500,pp,9606.ENSP00000328004 (pp) 9606.ENSP00000337500,False,pp,0.989,,0.0,0.0,0.0,0.06,0.854,0.5,0.861
110124,9606.ENSP00000328004 (pp) 9606.ENSP00000419494,pp,9606.ENSP00000328004 (pp) 9606.ENSP00000419494,False,pp,0.992,,0.0,0.0,0.062,0.047,0.781,0.4,0.948
110127,9606.ENSP00000328004 (pp) 9606.ENSP00000358862,pp,9606.ENSP00000328004 (pp) 9606.ENSP00000358862,False,pp,0.999,,0.0,0.0,0.0,0.055,0.795,0.8,0.977
110130,9606.ENSP00000337500 (pp) 9606.ENSP00000358862,pp,9606.ENSP00000337500 (pp) 9606.ENSP00000358862,False,pp,0.969,,0.0,0.0,0.0,0.047,0.197,0.9,0.646
110133,9606.ENSP00000337500 (pp) 9606.ENSP00000354724,pp,9606.ENSP00000337500 (pp) 9606.ENSP00000354724,False,pp,0.993,,0.0,0.0,0.0,0.0,0.309,0.9,0.913
110136,9606.ENSP00000337500 (pp) 9606.ENSP00000344087,pp,9606.ENSP00000337500 (pp) 9606.ENSP00000344087,False,pp,0.994,,0.0,0.0,0.0,0.0,0.87,0.8,0.812
110139,9606.ENSP00000337500 (pp) 9606.ENSP00000419494,pp,9606.ENSP00000337500 (pp) 9606.ENSP00000419494,False,pp,0.996,,0.0,0.0,0.0,0.045,0.881,0.5,0.952
110145,9606.ENSP00000338157 (pp) 9606.ENSP00000473391,pp,9606.ENSP00000338157 (pp) 9606.ENSP00000473391,False,pp,0.887,,0.0,0.0,0.0,0.0,0.045,0.0,0.887
110148,9606.ENSP00000344087 (pp) 9606.ENSP00000354724,pp,9606.ENSP00000344087 (pp) 9606.ENSP00000354724,False,pp,0.888,,0.0,0.0,0.0,0.0,0.595,0.0,0.736
110151,9606.ENSP00000344087 (pp) 9606.ENSP00000358862,pp,9606.ENSP00000344087 (pp) 9606.ENSP00000358862,False,pp,0.901,,0.0,0.0,0.0,0.0,0.779,0.0,0.571
110154,9606.ENSP00000344087 (pp) 9606.ENSP00000419494,pp,9606.ENSP00000344087 (pp) 9606.ENSP00000419494,False,pp,0.961,,0.0,0.0,0.0,0.048,0.845,0.5,0.543
110160,9606.ENSP00000344468 (pp) 9606.ENSP00000359864,pp,9606.ENSP00000344468 (pp) 9606.ENSP00000359864,False,pp,0.728,,0.0,0.0,0.0,0.067,0.0,0.4,0.553
110163,9606.ENSP00000354724 (pp) 9606.ENSP00000358862,pp,9606.ENSP00000354724 (pp) 9606.ENSP00000358862,False,pp,0.98,,0.0,0.0,0.0,0.0,0.197,0.9,0.777
110166,9606.ENSP00000354724 (pp) 9606.ENSP00000419494,pp,9606.ENSP00000354724 (pp) 9606.ENSP00000419494,False,pp,0.987,,0.0,0.0,0.0,0.0,0.847,0.0,0.92
110169,9606.ENSP00000358862 (pp) 9606.ENSP00000473391,pp,9606.ENSP00000358862 (pp) 9606.ENSP00000473391,False,pp,0.823,,0.0,0.0,0.0,0.0,0.0,0.0,0.823
110172,9606.ENSP00000358862 (pp) 9606.ENSP00000419494,pp,9606.ENSP00000358862 (pp) 9606.ENSP00000419494,False,pp,0.996,,0.0,0.0,0.0,0.0,0.846,0.5,0.953
110181,9606.ENSP00000362588 (pp) 9606.ENSP00000443292,pp,9606.ENSP00000362588 (pp) 9606.ENSP00000443292,False,pp,0.782,,0.0,0.0,0.0,0.0,0.782,0.0,0.0
110187,9606.ENSP00000377265 (pp) 9606.ENSP00000384367,pp,9606.ENSP00000377265 (pp) 9606.ENSP00000384367,False,pp,0.929,,0.0,0.0,0.0,0.068,0.362,0.5,0.789
110190,9606.ENSP00000377265 (pp) 9606.ENSP00000501092,pp,9606.ENSP00000377265 (pp) 9606.ENSP00000501092,False,pp,0.968,,0.0,0.0,0.053,0.24,0.695,0.8,0.401
110199,9606.ENSP00000378207 (pp) 9606.ENSP00000428994,pp,9606.ENSP00000378207 (pp) 9606.ENSP00000428994,False,pp,0.838,,0.0,0.0,0.0,0.056,0.0,0.5,0.686
110205,9606.ENSP00000378207 (pp) 9606.ENSP00000478212,pp,9606.ENSP00000378207 (pp) 9606.ENSP00000478212,False,pp,0.931,,0.0,0.0,0.0,0.0,0.0,0.0,0.931
110214,9606.ENSP00000383199 (pp) 9606.ENSP00000473623,pp,9606.ENSP00000383199 (pp) 9606.ENSP00000473623,False,pp,0.903,,0.0,0.0,0.0,0.044,0.66,0.0,0.725
110217,9606.ENSP00000384367 (pp) 9606.ENSP00000501092,pp,9606.ENSP00000384367 (pp) 9606.ENSP00000501092,False,pp,0.971,,0.0,0.0,0.0,0.08,0.559,0.5,0.876
110220,9606.ENSP00000419494 (pp) 9606.ENSP00000473391,pp,9606.ENSP00000419494 (pp) 9606.ENSP00000473391,False,pp,0.975,,0.0,0.0,0.0,0.0,0.337,0.0,0.964
110226,9606.ENSP00000428994 (pp) 9606.ENSP00000454014,pp,9606.ENSP00000428994 (pp) 9606.ENSP00000454014,False,pp,0.984,,0.0,0.0,0.0,0.062,0.0,0.72,0.946
110235,9606.ENSP00000455469 (pp) 9606.ENSP00000463752,pp,9606.ENSP00000455469 (pp) 9606.ENSP00000463752,False,pp,0.702,,0.0,0.0,0.0,0.0,0.0,0.36,0.554
109983,9606.ENSP00000231136 (pp) 9606.ENSP00000477314,pp,9606.ENSP00000231136 (pp) 9606.ENSP00000477314,False,pp,0.772,,0.0,0.0,0.051,0.43,0.607,0.0,0.057
110241,9606.ENSP00000455469 (pp) 9606.ENSP00000467201,pp,9606.ENSP00000455469 (pp) 9606.ENSP00000467201,False,pp,0.907,,0.0,0.0,0.0,0.0,0.0,0.36,0.861
110244,9606.ENSP00000463752 (pp) 9606.ENSP00000467201,pp,9606.ENSP00000463752 (pp) 9606.ENSP00000467201,False,pp,0.793,,0.0,0.0,0.066,0.055,0.124,0.54,0.509
110010,9606.ENSP00000231137 (pp) 9606.ENSP00000477314,pp,9606.ENSP00000231137 (pp) 9606.ENSP00000477314,False,pp,0.889,,0.0,0.0,0.052,0.733,0.591,0.0,0.058
110016,9606.ENSP00000239449 (pp) 9606.ENSP00000477314,pp,9606.ENSP00000239449 (pp) 9606.ENSP00000477314,False,pp,0.777,,0.0,0.0,0.051,0.771,0.0,0.0,0.057
110025,9606.ENSP00000250340 (pp) 9606.ENSP00000288135,pp,9606.ENSP00000250340 (pp) 9606.ENSP00000288135,False,pp,0.993,,0.0,0.0,0.0,0.044,0.045,0.0,0.993
110034,9606.ENSP00000252575 (pp) 9606.ENSP00000344468,pp,9606.ENSP00000252575 (pp) 9606.ENSP00000344468,False,pp,0.774,,0.0,0.0,0.0,0.084,0.0,0.5,0.547
