gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000105996.7,HOXA2,62.864833586621749,-0.067433098396364896,0.12920330372126679,0.000296065160645519,0.0542029736408038
ENSG00000170345.10,FOS,1578.3217613979141,0.80177893658866717,0.31130374969263958,0.00030353210858678341,0.0542029736408038
ENSG00000147234.11,FRMPD3,448.75109913369761,-0.85120386886713983,0.32854111491354387,0.00030388745220752249,0.0542029736408038
ENSG00000254726.3,MEX3A,3546.5778432237939,-0.50706055316276233,0.19140344781071211,0.00030445872739145861,0.0542029736408038
ENSG00000115266.12,APC2,1769.9710424160889,-1.1604146947405929,0.46047674420999318,0.00031954194468546907,0.056313619282094697
ENSG00000164483.17,SAMD3,552.38179482327325,0.77790007164947172,0.3022168252979377,0.0003230879626372168,0.056369156841315202
ENSG00000167332.9,OR51E2,58.981352184779183,2.0052216030012411,0.87534459422327759,0.0003346929331797244,0.0573419533410435
ENSG00000107562.18,CXCL12,392.95676481900449,1.31406476913834,0.65415314565295835,0.00033592375277986179,0.0573419533410435
ENSG00000177791.12,MYOZ1,71.500668534739162,0.99771913434183235,0.39147051283318451,0.00034031800037215428,0.0573419533410435
ENSG00000056291.19,NPFFR2,92.589194940347539,1.3470837602666941,0.55772447789449908,0.00034475461786508409,0.0573419533410435
ENSG00000182263.14,FIGN,866.12678506445991,-0.76842414127094261,0.30388551524977758,0.0003478635267815618,0.0573419533410435
ENSG00000127951.8,FGL2,52.640481417535618,-0.037441697239315598,0.093274790596826807,0.00035158081647014978,0.0573419533410435
ENSG00000171877.21,FRMD5,1179.2185203242541,-0.50237665129499554,0.1930200917768681,0.00035167014429366989,0.0573419533410435
ENSG00000255571.10,MIR9-3HG,98.32048572588424,-1.09406763896263,0.44128590006228791,0.00036261433041623418,0.058579002062704
ENSG00000021826.18,CPS1,1081.977482406789,-0.86329943688279376,0.34735490645437489,0.00037302776718132038,0.059708398660665102
ENSG00000173406.16,DAB1,477.32842058828402,-0.78318053281835842,0.31686212142019282,0.00041562136287788418,0.065921326528458501
ENSG00000122779.18,TRIM24,3791.5564884304731,-0.40578957110213892,0.15709171798243671,0.00042549219550587519,0.066878939954873901
ENSG00000177733.7,HNRNPA0,4828.8324974919751,-0.72827308117590284,0.29608553792034559,0.0004397969975752088,0.0685101626490595
ENSG00000185668.8,POU3F1,183.53174152935961,-1.078233419524171,0.4622043387572774,0.00045808373191901891,0.069609130917272902
ENSG00000172594.13,SMPDL3A,483.93564508178662,0.47896611296159008,0.18977743288634921,0.00045853107046232871,0.069609130917272902
ENSG00000225855.7,RUSC1-AS1,89.600322405084512,-0.88319034501700722,0.37290774869552251,0.00045882100392539651,0.069609130917272902
ENSG00000167524.17,RSKR,101.5556474079019,-0.70415415016882033,0.29480648059635101,0.00048453333895757169,0.072573991863527504
ENSG00000187608.10,ISG15,199.9856869034648,0.98067898221276717,0.41727420294743478,0.00048668292818437111,0.072573991863527504
ENSG00000240288.8,GHRLOS,13.683937858686161,-0.0404920483509318,0.095559489081439394,0.00049043050527060469,
ENSG00000116774.12,OLFML3,1011.0916326357431,1.0332838106130351,0.44077673555010738,0.00049850150778052373,0.073607091578166306
ENSG00000147485.13,PXDNL,79.445835428417581,-1.132983865143764,0.47999031934271558,0.00050693286300643539,0.073607091578166306
ENSG00000249992.2,TMEM158,733.85138408200669,-0.65682104951557008,0.27265385438251838,0.00050790851942083941,0.073607091578166306
