SUID,shared name,shared interaction,name,selected,interaction,stringdb::score,stringdb::interspecies,stringdb::neighborhood,stringdb::fusion,stringdb::cooccurrence,stringdb::coexpression,stringdb::experiments,stringdb::databases,stringdb::textmining
18432,9606.ENSP00000229771 (pp) 9606.ENSP00000318373,pp,9606.ENSP00000229771 (pp) 9606.ENSP00000318373,False,pp,0.732,,0.0,0.0,0.0,0.0,0.058,0.0,0.728
18435,9606.ENSP00000229771 (pp) 9606.ENSP00000467661,pp,9606.ENSP00000229771 (pp) 9606.ENSP00000467661,False,pp,0.777,,0.0,0.0,0.0,0.042,0.0,0.0,0.777
18693,9606.ENSP00000429601 (pp) 9606.ENSP00000429834,pp,9606.ENSP00000429601 (pp) 9606.ENSP00000429834,False,pp,0.746,,0.0,0.0,0.052,0.534,0.462,0.0,0.06
18438,9606.ENSP00000229771 (pp) 9606.ENSP00000332809,pp,9606.ENSP00000229771 (pp) 9606.ENSP00000332809,False,pp,0.788,,0.0,0.0,0.0,0.087,0.0,0.0,0.778
18696,9606.ENSP00000429834 (pp) 9606.ENSP00000458570,pp,9606.ENSP00000429834 (pp) 9606.ENSP00000458570,False,pp,0.54,,0.0,0.0,0.052,0.147,0.467,0.0,0.059
18441,9606.ENSP00000229771 (pp) 9606.ENSP00000230361,pp,9606.ENSP00000229771 (pp) 9606.ENSP00000230361,False,pp,0.797,,0.0,0.0,0.0,0.094,0.0,0.0,0.785
18699,9606.ENSP00000429834 (pp) 9606.ENSP00000430024,pp,9606.ENSP00000429834 (pp) 9606.ENSP00000430024,False,pp,0.555,,0.0,0.0,0.052,0.122,0.501,0.0,0.056
18444,9606.ENSP00000229771 (pp) 9606.ENSP00000251102,pp,9606.ENSP00000229771 (pp) 9606.ENSP00000251102,False,pp,0.807,,0.0,0.0,0.0,0.078,0.0,0.0,0.8
18702,9606.ENSP00000430024 (pp) 9606.ENSP00000458570,pp,9606.ENSP00000430024 (pp) 9606.ENSP00000458570,False,pp,0.718,,0.0,0.0,0.052,0.482,0.464,0.0,0.057
18447,9606.ENSP00000229771 (pp) 9606.ENSP00000262340,pp,9606.ENSP00000229771 (pp) 9606.ENSP00000262340,False,pp,0.918,,0.0,0.0,0.0,0.0,0.0,0.0,0.918
18453,9606.ENSP00000229771 (pp) 9606.ENSP00000370521,pp,9606.ENSP00000229771 (pp) 9606.ENSP00000370521,False,pp,0.921,,0.0,0.0,0.0,0.109,0.0,0.0,0.914
18711,9606.ENSP00000431885 (pp) 9606.ENSP00000450565,pp,9606.ENSP00000431885 (pp) 9606.ENSP00000450565,False,pp,0.857,,0.0,0.0,0.0,0.075,0.048,0.65,0.591
18456,9606.ENSP00000230361 (pp) 9606.ENSP00000262340,pp,9606.ENSP00000230361 (pp) 9606.ENSP00000262340,False,pp,0.737,,0.0,0.0,0.0,0.086,0.0,0.0,0.725
