SUID,shared name,shared interaction,name,selected,interaction,stringdb::score,stringdb::interspecies,stringdb::neighborhood,stringdb::fusion,stringdb::cooccurrence,stringdb::coexpression,stringdb::experiments,stringdb::databases,stringdb::textmining
101377,9606.ENSP00000264346 (pp) 9606.ENSP00000342278,pp,9606.ENSP00000264346 (pp) 9606.ENSP00000342278,False,pp,0.893,,0.0,0.0,0.0,0.784,0.0,0.0,0.529
101380,9606.ENSP00000264346 (pp) 9606.ENSP00000371471,pp,9606.ENSP00000264346 (pp) 9606.ENSP00000371471,False,pp,0.903,,0.0,0.0,0.0,0.79,0.0,0.0,0.56
101383,9606.ENSP00000264346 (pp) 9606.ENSP00000359783,pp,9606.ENSP00000264346 (pp) 9606.ENSP00000359783,False,pp,0.908,,0.0,0.0,0.0,0.792,0.0,0.0,0.578
101386,9606.ENSP00000315768 (pp) 9606.ENSP00000359783,pp,9606.ENSP00000315768 (pp) 9606.ENSP00000359783,False,pp,0.717,,0.0,0.0,0.0,0.421,0.0,0.0,0.532
101389,9606.ENSP00000315768 (pp) 9606.ENSP00000330825,pp,9606.ENSP00000315768 (pp) 9606.ENSP00000330825,False,pp,0.787,,0.0,0.0,0.0,0.142,0.0,0.5,0.544
101392,9606.ENSP00000315768 (pp) 9606.ENSP00000371471,pp,9606.ENSP00000315768 (pp) 9606.ENSP00000371471,False,pp,0.863,,0.0,0.0,0.0,0.332,0.0,0.5,0.623
101395,9606.ENSP00000315768 (pp) 9606.ENSP00000388001,pp,9606.ENSP00000315768 (pp) 9606.ENSP00000388001,False,pp,0.88,,0.0,0.0,0.0,0.272,0.0,0.5,0.697
101398,9606.ENSP00000315768 (pp) 9606.ENSP00000342278,pp,9606.ENSP00000315768 (pp) 9606.ENSP00000342278,False,pp,0.886,,0.0,0.0,0.0,0.447,0.0,0.5,0.621
101401,9606.ENSP00000315768 (pp) 9606.ENSP00000360869,pp,9606.ENSP00000315768 (pp) 9606.ENSP00000360869,False,pp,0.887,,0.0,0.0,0.0,0.295,0.0,0.5,0.704
101404,9606.ENSP00000315768 (pp) 9606.ENSP00000342513,pp,9606.ENSP00000315768 (pp) 9606.ENSP00000342513,False,pp,0.899,,0.0,0.0,0.0,0.4,0.0,0.5,0.693
101410,9606.ENSP00000315768 (pp) 9606.ENSP00000330341,pp,9606.ENSP00000315768 (pp) 9606.ENSP00000330341,False,pp,0.977,,0.0,0.0,0.0,0.118,0.107,0.9,0.748
101413,9606.ENSP00000315768 (pp) 9606.ENSP00000380073,pp,9606.ENSP00000315768 (pp) 9606.ENSP00000380073,False,pp,0.999,,0.0,0.0,0.0,0.446,0.894,0.9,0.999
101422,9606.ENSP00000321106 (pp) 9606.ENSP00000418525,pp,9606.ENSP00000321106 (pp) 9606.ENSP00000418525,False,pp,0.721,,0.0,0.0,0.0,0.059,0.0,0.0,0.716
101425,9606.ENSP00000330825 (pp) 9606.ENSP00000371471,pp,9606.ENSP00000330825 (pp) 9606.ENSP00000371471,False,pp,0.719,,0.0,0.0,0.0,0.247,0.0,0.0,0.643
101428,9606.ENSP00000330825 (pp) 9606.ENSP00000359783,pp,9606.ENSP00000330825 (pp) 9606.ENSP00000359783,False,pp,0.742,,0.0,0.0,0.0,0.37,0.0,0.0,0.608
101431,9606.ENSP00000330825 (pp) 9606.ENSP00000342278,pp,9606.ENSP00000330825 (pp) 9606.ENSP00000342278,False,pp,0.786,,0.0,0.0,0.0,0.429,0.0,0.0,0.642
101434,9606.ENSP00000330825 (pp) 9606.ENSP00000388001,pp,9606.ENSP00000330825 (pp) 9606.ENSP00000388001,False,pp,0.863,,0.0,0.0,0.0,0.398,0.0,0.0,0.782
101437,9606.ENSP00000330825 (pp) 9606.ENSP00000360869,pp,9606.ENSP00000330825 (pp) 9606.ENSP00000360869,False,pp,0.877,,0.0,0.0,0.0,0.337,0.064,0.0,0.818
101440,9606.ENSP00000330825 (pp) 9606.ENSP00000342513,pp,9606.ENSP00000330825 (pp) 9606.ENSP00000342513,False,pp,0.891,,0.0,0.0,0.0,0.432,0.0,0.0,0.816
101443,9606.ENSP00000330825 (pp) 9606.ENSP00000380073,pp,9606.ENSP00000330825 (pp) 9606.ENSP00000380073,False,pp,0.915,,0.0,0.0,0.0,0.419,0.0,0.5,0.731
101446,9606.ENSP00000342278 (pp) 9606.ENSP00000380073,pp,9606.ENSP00000342278 (pp) 9606.ENSP00000380073,False,pp,0.925,,0.0,0.0,0.0,0.533,0.0,0.5,0.705
101449,9606.ENSP00000342278 (pp) 9606.ENSP00000359783,pp,9606.ENSP00000342278 (pp) 9606.ENSP00000359783,False,pp,0.941,,0.0,0.0,0.0,0.801,0.0,0.0,0.716
101452,9606.ENSP00000342278 (pp) 9606.ENSP00000371471,pp,9606.ENSP00000342278 (pp) 9606.ENSP00000371471,False,pp,0.95,,0.0,0.0,0.0,0.82,0.094,0.0,0.718
101455,9606.ENSP00000342278 (pp) 9606.ENSP00000342513,pp,9606.ENSP00000342278 (pp) 9606.ENSP00000342513,False,pp,0.951,,0.0,0.0,0.0,0.785,0.0,0.0,0.782
101458,9606.ENSP00000342278 (pp) 9606.ENSP00000360869,pp,9606.ENSP00000342278 (pp) 9606.ENSP00000360869,False,pp,0.966,,0.0,0.0,0.0,0.789,0.091,0.0,0.837
101461,9606.ENSP00000342278 (pp) 9606.ENSP00000388001,pp,9606.ENSP00000342278 (pp) 9606.ENSP00000388001,False,pp,0.999,,0.0,0.0,0.071,0.999,0.0,0.9,0.424
101464,9606.ENSP00000342513 (pp) 9606.ENSP00000371471,pp,9606.ENSP00000342513 (pp) 9606.ENSP00000371471,False,pp,0.926,,0.0,0.0,0.0,0.773,0.0,0.0,0.69
101467,9606.ENSP00000342513 (pp) 9606.ENSP00000360869,pp,9606.ENSP00000342513 (pp) 9606.ENSP00000360869,False,pp,0.932,,0.0,0.0,0.0,0.766,0.054,0.0,0.72
101470,9606.ENSP00000342513 (pp) 9606.ENSP00000388001,pp,9606.ENSP00000342513 (pp) 9606.ENSP00000388001,False,pp,0.959,,0.0,0.0,0.0,0.789,0.0,0.0,0.815
101473,9606.ENSP00000342513 (pp) 9606.ENSP00000359783,pp,9606.ENSP00000342513 (pp) 9606.ENSP00000359783,False,pp,0.959,,0.0,0.0,0.0,0.784,0.0,0.0,0.821
101476,9606.ENSP00000342513 (pp) 9606.ENSP00000380073,pp,9606.ENSP00000342513 (pp) 9606.ENSP00000380073,False,pp,0.961,,0.0,0.0,0.0,0.734,0.0,0.5,0.737
101479,9606.ENSP00000359783 (pp) 9606.ENSP00000380073,pp,9606.ENSP00000359783 (pp) 9606.ENSP00000380073,False,pp,0.855,,0.0,0.0,0.0,0.536,0.0,0.0,0.701
101482,9606.ENSP00000359783 (pp) 9606.ENSP00000388001,pp,9606.ENSP00000359783 (pp) 9606.ENSP00000388001,False,pp,0.961,,0.0,0.0,0.0,0.796,0.0,0.0,0.82
101485,9606.ENSP00000359783 (pp) 9606.ENSP00000360869,pp,9606.ENSP00000359783 (pp) 9606.ENSP00000360869,False,pp,0.974,,0.0,0.0,0.0,0.816,0.0,0.0,0.864
101488,9606.ENSP00000359783 (pp) 9606.ENSP00000371471,pp,9606.ENSP00000359783 (pp) 9606.ENSP00000371471,False,pp,0.983,,0.0,0.0,0.0,0.91,0.0,0.0,0.823
101491,9606.ENSP00000360869 (pp) 9606.ENSP00000380073,pp,9606.ENSP00000360869 (pp) 9606.ENSP00000380073,False,pp,0.949,,0.0,0.0,0.0,0.506,0.0,0.5,0.811
101494,9606.ENSP00000360869 (pp) 9606.ENSP00000388001,pp,9606.ENSP00000360869 (pp) 9606.ENSP00000388001,False,pp,0.96,,0.0,0.0,0.0,0.79,0.071,0.0,0.81
101497,9606.ENSP00000360869 (pp) 9606.ENSP00000371471,pp,9606.ENSP00000360869 (pp) 9606.ENSP00000371471,False,pp,0.97,,0.0,0.0,0.0,0.817,0.091,0.0,0.837
101500,9606.ENSP00000371471 (pp) 9606.ENSP00000380073,pp,9606.ENSP00000371471 (pp) 9606.ENSP00000380073,False,pp,0.924,,0.0,0.0,0.0,0.46,0.0,0.5,0.742
101503,9606.ENSP00000371471 (pp) 9606.ENSP00000388001,pp,9606.ENSP00000371471 (pp) 9606.ENSP00000388001,False,pp,0.967,,0.0,0.0,0.0,0.818,0.091,0.0,0.821
101506,9606.ENSP00000380073 (pp) 9606.ENSP00000388001,pp,9606.ENSP00000380073 (pp) 9606.ENSP00000388001,False,pp,0.944,,0.0,0.0,0.0,0.643,0.0,0.5,0.714
101257,9606.ENSP00000215631 (pp) 9606.ENSP00000303315,pp,9606.ENSP00000215631 (pp) 9606.ENSP00000303315,False,pp,0.702,,0.0,0.0,0.0,0.645,0.0,0.0,0.194
101287,9606.ENSP00000237642 (pp) 9606.ENSP00000410833,pp,9606.ENSP00000237642 (pp) 9606.ENSP00000410833,False,pp,0.851,,0.0,0.0,0.0,0.064,0.753,0.0,0.408
101293,9606.ENSP00000237642 (pp) 9606.ENSP00000238994,pp,9606.ENSP00000237642 (pp) 9606.ENSP00000238994,False,pp,0.898,,0.0,0.0,0.0,0.117,0.832,0.0,0.368
101302,9606.ENSP00000249075 (pp) 9606.ENSP00000480035,pp,9606.ENSP00000249075 (pp) 9606.ENSP00000480035,False,pp,0.9,,0.0,0.0,0.0,0.0,0.9,0.0,0.0
101311,9606.ENSP00000252593 (pp) 9606.ENSP00000359783,pp,9606.ENSP00000252593 (pp) 9606.ENSP00000359783,False,pp,0.708,,0.0,0.0,0.0,0.463,0.0,0.0,0.479
101317,9606.ENSP00000252593 (pp) 9606.ENSP00000360869,pp,9606.ENSP00000252593 (pp) 9606.ENSP00000360869,False,pp,0.709,,0.0,0.0,0.0,0.289,0.0,0.0,0.607
101323,9606.ENSP00000252593 (pp) 9606.ENSP00000342513,pp,9606.ENSP00000252593 (pp) 9606.ENSP00000342513,False,pp,0.744,,0.0,0.0,0.0,0.521,0.0,0.0,0.487
101329,9606.ENSP00000252593 (pp) 9606.ENSP00000371471,pp,9606.ENSP00000252593 (pp) 9606.ENSP00000371471,False,pp,0.754,,0.0,0.0,0.0,0.292,0.0,0.0,0.667
101335,9606.ENSP00000252593 (pp) 9606.ENSP00000342278,pp,9606.ENSP00000252593 (pp) 9606.ENSP00000342278,False,pp,0.777,,0.0,0.0,0.0,0.502,0.0,0.0,0.571
101341,9606.ENSP00000252593 (pp) 9606.ENSP00000388001,pp,9606.ENSP00000252593 (pp) 9606.ENSP00000388001,False,pp,0.779,,0.0,0.0,0.0,0.496,0.0,0.0,0.58
101347,9606.ENSP00000252593 (pp) 9606.ENSP00000315768,pp,9606.ENSP00000252593 (pp) 9606.ENSP00000315768,False,pp,0.809,,0.0,0.0,0.0,0.291,0.0,0.5,0.506
101353,9606.ENSP00000252593 (pp) 9606.ENSP00000330825,pp,9606.ENSP00000252593 (pp) 9606.ENSP00000330825,False,pp,0.81,,0.0,0.0,0.0,0.553,0.0,0.0,0.594
101359,9606.ENSP00000252593 (pp) 9606.ENSP00000380073,pp,9606.ENSP00000252593 (pp) 9606.ENSP00000380073,False,pp,0.815,,0.0,0.0,0.0,0.31,0.0,0.5,0.507
101365,9606.ENSP00000264346 (pp) 9606.ENSP00000380073,pp,9606.ENSP00000264346 (pp) 9606.ENSP00000380073,False,pp,0.751,,0.0,0.0,0.0,0.428,0.0,0.0,0.582
101368,9606.ENSP00000264346 (pp) 9606.ENSP00000342513,pp,9606.ENSP00000264346 (pp) 9606.ENSP00000342513,False,pp,0.799,,0.0,0.0,0.0,0.631,0.0,0.0,0.479
101371,9606.ENSP00000264346 (pp) 9606.ENSP00000388001,pp,9606.ENSP00000264346 (pp) 9606.ENSP00000388001,False,pp,0.874,,0.0,0.0,0.0,0.772,0.0,0.0,0.47
101374,9606.ENSP00000264346 (pp) 9606.ENSP00000360869,pp,9606.ENSP00000264346 (pp) 9606.ENSP00000360869,False,pp,0.882,,0.0,0.0,0.0,0.78,0.0,0.0,0.487
