gene_id,symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000168904.15,LRRC28,973.50705294008799,-0.19884157583693499,0.21825373156405101,-0.91105693548511302,0.36226537536196801,0.94741800100344098
ENSG00000172650.15,AGAP5,5.8143874627982299,0.91266817552013402,1.00182403977145,0.91100646349866898,0.362291968088163,
ENSG00000011451.21,WIZ,1033.2840343753601,-0.28548026132406601,0.31337545565733099,-0.91098475062524398,0.36230340856285698,0.94741800100344098
ENSG00000141437.10,SLC25A52,13.696516392750601,0.49099990447318598,0.53906698069746195,0.91083283164165496,0.362383460737918,
ENSG00000229831.2,ENSG00000229831,1.1446213837610799,-1.8447300288333099,2.0253554547372299,-0.91081791323027095,0.36239132244156003,
ENSG00000286807.1,ENSG00000286807,3.8076664919127299,1.2076685320123699,1.32600393373694,0.91075788033970995,0.36242295965090898,
ENSG00000181444.13,ZNF467,108.23080634101601,-0.27366313349042698,0.30048536034935802,-0.91073699288462395,0.36243396770224201,0.94741800100344098
ENSG00000243702.3,RN7SL638P,1.35495538393378,-1.43476981641338,1.57544857902127,-0.91070558285355696,0.362450521727957,
ENSG00000160214.13,RRP1,583.00496307818696,0.19936523361546399,0.21894665317636,0.91056533965320496,0.36252443986587102,0.94741800100344098
ENSG00000146731.11,CCT6A,8496.5624445968097,0.21552684574671799,0.236696158435415,0.91056334488642299,0.36252549131788397,0.94741800100344098
ENSG00000180697.9,C3orf22,3.9219141763257102,-1.37712236236967,1.5123956949456301,-0.910556917724613,0.36252887912151099,
ENSG00000158406.6,H4C8,1333.8225273926701,-0.31744927859046002,0.34863219461754202,-0.91055640727245302,0.362529148185399,0.94741800100344098
ENSG00000174325.6,DIRC1,1.38483020539102,-1.82975949978967,2.00951189831695,-0.91054922407882499,0.36253293452410401,
ENSG00000164062.13,APEH,2564.8979568586501,0.210458755029588,0.231135988026933,0.91054083280646203,0.36253735768548201,0.94741800100344098
ENSG00000263146.3,LINC01896,107.804323933962,-0.65030173102728706,0.71422182218941699,-0.91050386703925401,0.36255684327992899,0.94741800100344098
ENSG00000147364.17,FBXO25,1633.42692095559,-0.18440192286159099,0.20253124106193399,-0.91048631260399604,0.36256609689813402,0.94741800100344098
ENSG00000253773.6,CFAP418-AS1,40.081186503508299,0.31760444229991602,0.34885166312156801,0.91042834498179503,0.36259665491259302,0.94741800100344098
ENSG00000280425.2,ENSG00000280425,3.8819767801881899,1.1380142978377299,1.2499965068135099,0.91041398246684802,0.36260422645639501,
ENSG00000273382.1,TMEM167B-DT,34.167872147059498,0.37141829054917203,0.40797785372586398,0.91038836338097295,0.36261773241701301,0.94741800100344098
