SUID,shared name,shared interaction,name,selected,interaction,stringdb::score,stringdb::interspecies,stringdb::neighborhood,stringdb::fusion,stringdb::cooccurrence,stringdb::coexpression,stringdb::experiments,stringdb::databases,stringdb::textmining
106754,9606.ENSP00000254854 (pp) 9606.ENSP00000498074,pp,9606.ENSP00000254854 (pp) 9606.ENSP00000498074,False,pp,0.907,,0.0,0.0,0.0,0.0,0.0,0.9,0.115
106757,9606.ENSP00000254854 (pp) 9606.ENSP00000420295,pp,9606.ENSP00000254854 (pp) 9606.ENSP00000420295,False,pp,0.919,,0.0,0.0,0.0,0.086,0.126,0.691,0.712
106760,9606.ENSP00000255266 (pp) 9606.ENSP00000498074,pp,9606.ENSP00000255266 (pp) 9606.ENSP00000498074,False,pp,0.726,,0.0,0.0,0.0,0.0,0.053,0.65,0.24
106763,9606.ENSP00000255266 (pp) 9606.ENSP00000332809,pp,9606.ENSP00000255266 (pp) 9606.ENSP00000332809,False,pp,0.797,,0.0,0.0,0.0,0.114,0.0,0.0,0.781
106766,9606.ENSP00000255266 (pp) 9606.ENSP00000262340,pp,9606.ENSP00000255266 (pp) 9606.ENSP00000262340,False,pp,0.813,,0.0,0.0,0.0,0.067,0.0,0.0,0.808
106769,9606.ENSP00000255266 (pp) 9606.ENSP00000420295,pp,9606.ENSP00000255266 (pp) 9606.ENSP00000420295,False,pp,0.982,,0.0,0.0,0.052,0.0,0.0,0.9,0.831
106778,9606.ENSP00000258424 (pp) 9606.ENSP00000355206,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000355206,False,pp,0.9,,0.0,0.0,0.0,0.081,0.844,0.0,0.363
106784,9606.ENSP00000258424 (pp) 9606.ENSP00000441126,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000441126,False,pp,0.933,,0.0,0.0,0.0,0.451,0.811,0.0,0.411
106790,9606.ENSP00000258424 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000458770,False,pp,0.944,,0.0,0.0,0.0,0.374,0.864,0.0,0.399
106796,9606.ENSP00000258424 (pp) 9606.ENSP00000419087,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000419087,False,pp,0.969,,0.0,0.0,0.0,0.779,0.8,0.0,0.37
106802,9606.ENSP00000258424 (pp) 9606.ENSP00000369176,pp,9606.ENSP00000258424 (pp) 9606.ENSP00000369176,False,pp,0.977,,0.0,0.0,0.0,0.7,0.856,0.0,0.519
106805,9606.ENSP00000262340 (pp) 9606.ENSP00000332809,pp,9606.ENSP00000262340 (pp) 9606.ENSP00000332809,False,pp,0.7,,0.0,0.0,0.0,0.071,0.0,0.0,0.691
106808,9606.ENSP00000262340 (pp) 9606.ENSP00000420295,pp,9606.ENSP00000262340 (pp) 9606.ENSP00000420295,False,pp,0.846,,0.0,0.0,0.0,0.067,0.0,0.0,0.842
106817,9606.ENSP00000262768 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000262768 (pp) 9606.ENSP00000346839,False,pp,0.713,,0.0,0.0,0.0,0.126,0.16,0.0,0.64
106826,9606.ENSP00000263321 (pp) 9606.ENSP00000379873,pp,9606.ENSP00000263321 (pp) 9606.ENSP00000379873,False,pp,0.73,,0.0,0.0,0.0,0.0,0.0,0.0,0.73
106829,9606.ENSP00000275364 (pp) 9606.ENSP00000451030,pp,9606.ENSP00000275364 (pp) 9606.ENSP00000451030,False,pp,0.733,,0.0,0.0,0.0,0.091,0.288,0.0,0.62
106838,9606.ENSP00000291576 (pp) 9606.ENSP00000328854,pp,9606.ENSP00000291576 (pp) 9606.ENSP00000328854,False,pp,0.997,,0.0,0.0,0.0,0.72,0.967,0.54,0.479
106847,9606.ENSP00000293879 (pp) 9606.ENSP00000377494,pp,9606.ENSP00000293879 (pp) 9606.ENSP00000377494,False,pp,0.779,,0.0,0.0,0.0,0.0,0.755,0.0,0.135
106853,9606.ENSP00000293879 (pp) 9606.ENSP00000421801,pp,9606.ENSP00000293879 (pp) 9606.ENSP00000421801,False,pp,0.868,,0.0,0.0,0.0,0.061,0.855,0.0,0.112
106859,9606.ENSP00000295550 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000295550 (pp) 9606.ENSP00000346839,False,pp,0.736,,0.0,0.0,0.0,0.185,0.05,0.0,0.686
106865,9606.ENSP00000312535 (pp) 9606.ENSP00000467537,pp,9606.ENSP00000312535 (pp) 9606.ENSP00000467537,False,pp,0.911,,0.0,0.0,0.0,0.0,0.113,0.5,0.815
106871,9606.ENSP00000314724 (pp) 9606.ENSP00000467537,pp,9606.ENSP00000314724 (pp) 9606.ENSP00000467537,False,pp,0.864,,0.0,0.0,0.0,0.049,0.0,0.5,0.737
106619,9606.ENSP00000229771 (pp) 9606.ENSP00000420295,pp,9606.ENSP00000229771 (pp) 9606.ENSP00000420295,False,pp,0.766,,0.0,0.0,0.0,0.062,0.0,0.0,0.761
106874,9606.ENSP00000332809 (pp) 9606.ENSP00000420295,pp,9606.ENSP00000332809 (pp) 9606.ENSP00000420295,False,pp,0.703,,0.0,0.0,0.0,0.109,0.0,0.0,0.681
106880,9606.ENSP00000346173 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000346173 (pp) 9606.ENSP00000458770,False,pp,0.807,,0.12,0.0,0.0,0.138,0.619,0.0,0.412
106886,9606.ENSP00000346173 (pp) 9606.ENSP00000450584,pp,9606.ENSP00000346173 (pp) 9606.ENSP00000450584,False,pp,0.83,,0.0,0.0,0.0,0.0,0.781,0.0,0.257
106892,9606.ENSP00000346839 (pp) 9606.ENSP00000426809,pp,9606.ENSP00000346839 (pp) 9606.ENSP00000426809,False,pp,0.712,,0.0,0.0,0.0,0.0,0.0,0.0,0.712
106898,9606.ENSP00000346839 (pp) 9606.ENSP00000362570,pp,9606.ENSP00000346839 (pp) 9606.ENSP00000362570,False,pp,0.717,,0.0,0.0,0.0,0.0,0.0,0.0,0.717
106646,9606.ENSP00000229771 (pp) 9606.ENSP00000332809,pp,9606.ENSP00000229771 (pp) 9606.ENSP00000332809,False,pp,0.788,,0.0,0.0,0.0,0.087,0.0,0.0,0.778
106907,9606.ENSP00000354580 (pp) 9606.ENSP00000494697,pp,9606.ENSP00000354580 (pp) 9606.ENSP00000494697,False,pp,0.982,,0.069,0.0,0.0,0.837,0.843,0.0,0.349
106652,9606.ENSP00000229771 (pp) 9606.ENSP00000230361,pp,9606.ENSP00000229771 (pp) 9606.ENSP00000230361,False,pp,0.797,,0.0,0.0,0.0,0.094,0.0,0.0,0.785
106910,9606.ENSP00000354580 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000354580 (pp) 9606.ENSP00000458770,False,pp,0.998,,0.057,0.0,0.0,0.822,0.983,0.0,0.38
106913,9606.ENSP00000355206 (pp) 9606.ENSP00000419087,pp,9606.ENSP00000355206 (pp) 9606.ENSP00000419087,False,pp,0.994,,0.0,0.0,0.0,0.0,0.812,0.967,0.213
106658,9606.ENSP00000229771 (pp) 9606.ENSP00000255266,pp,9606.ENSP00000229771 (pp) 9606.ENSP00000255266,False,pp,0.806,,0.0,0.0,0.0,0.068,0.0,0.0,0.801
106916,9606.ENSP00000355206 (pp) 9606.ENSP00000369176,pp,9606.ENSP00000355206 (pp) 9606.ENSP00000369176,False,pp,0.997,,0.0,0.0,0.0,0.0,0.894,0.967,0.404
106919,9606.ENSP00000355206 (pp) 9606.ENSP00000441126,pp,9606.ENSP00000355206 (pp) 9606.ENSP00000441126,False,pp,0.997,,0.0,0.0,0.0,0.0,0.825,0.967,0.556
106664,9606.ENSP00000229771 (pp) 9606.ENSP00000230381,pp,9606.ENSP00000229771 (pp) 9606.ENSP00000230381,False,pp,0.812,,0.0,0.0,0.0,0.058,0.0,0.0,0.809
106922,9606.ENSP00000355206 (pp) 9606.ENSP00000458770,pp,9606.ENSP00000355206 (pp) 9606.ENSP00000458770,False,pp,0.999,,0.0,0.0,0.0,0.105,0.991,0.967,0.304
106670,9606.ENSP00000229771 (pp) 9606.ENSP00000254854,pp,9606.ENSP00000229771 (pp) 9606.ENSP00000254854,False,pp,0.869,,0.0,0.0,0.0,0.1,0.0,0.0,0.861
106928,9606.ENSP00000359864 (pp) 9606.ENSP00000467537,pp,9606.ENSP00000359864 (pp) 9606.ENSP00000467537,False,pp,0.751,,0.0,0.0,0.0,0.0,0.303,0.0,0.657
106931,9606.ENSP00000369176 (pp) 9606.ENSP00000500990,pp,9606.ENSP00000369176 (pp) 9606.ENSP00000500990,False,pp,0.854,,0.0,0.0,0.0,0.042,0.295,0.65,0.455
