Unnamed: 0,symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status,abs_log2FC
ENSG00000160200.18,CBS,285.60787389298,-0.786185054925085,0.160481403729749,-4.898916862972,9.63664055003495e-07,0.0001216656365139,Not Significant,0.786185054925085
ENSG00000103351.13,CLUAP1,773.234649978463,-0.416845175241326,0.0851969947404511,-4.89272158614545,9.94510459557108e-07,0.0001239905915452,Not Significant,0.416845175241326
ENSG00000097007.20,ABL1,3179.37877206033,-0.280739045693145,0.0579639562380633,-4.84333823833771,1.27675670660149e-06,0.0001552972120932,Not Significant,0.280739045693145
ENSG00000170606.16,HSPA4,8347.89841531597,-0.250776615894196,0.051974250498704,-4.82501649351247,1.39991682094434e-06,0.0001652398860603,Not Significant,0.250776615894196
ENSG00000136240.10,KDELR2,3360.7939996787,-0.267780407855972,0.0560507699414934,-4.77746172149794,1.77521830194851e-06,0.0002046939577298,Not Significant,0.267780407855972
ENSG00000160097.21,FNDC5,349.942291082394,-0.764651076092029,0.160562821747341,-4.76231712777987,1.91382606900409e-06,0.0002141955373116,Not Significant,0.764651076092029
ENSG00000143183.18,TMCO1,1965.65643049405,-0.325767928820162,0.068431757995857,-4.76047873620146,1.9313428295979e-06,0.0002141955373116,Not Significant,0.325767928820162
ENSG00000125651.14,GTF2F1,2202.6420668834,-0.403006087479074,0.0846866018882746,-4.75879393544154,1.94753131246418e-06,0.0002146373183482,Not Significant,0.403006087479074
ENSG00000130037.5,KCNA5,72.3845220805939,-1.04096678818881,0.218809861871031,-4.75740343368241,1.960990124513e-06,0.0002149331373834,Down-regulated,1.04096678818881
ENSG00000172270.22,BSG,12347.2827164654,-0.305998159363518,0.0644781251816847,-4.74576701014933,2.07717701488721e-06,0.0002215803587859,Not Significant,0.305998159363518
ENSG00000144655.15,CSRNP1,512.701686845132,-0.858023323903865,0.180928460081415,-4.74233475218751,2.11269143173603e-06,0.0002241700461716,Not Significant,0.858023323903865
ENSG00000164902.14,PHAX,2209.63368508302,-0.315999470485755,0.0668837774845296,-4.72460561245733,2.30562369233365e-06,0.0002383035306459,Not Significant,0.315999470485755
ENSG00000185414.20,MRPL30,1075.95858700924,-0.325469659287752,0.0691483191594681,-4.70683399457856,2.51593623439496e-06,0.0002560606938964,Not Significant,0.325469659287752
ENSG00000114062.22,UBE3A,3341.93567361647,-0.338714875029589,0.0719821662782573,-4.70553878192882,2.5319636449e-06,0.0002563838111089,Not Significant,0.338714875029589
ENSG00000204310.13,AGPAT1,4031.16086049508,-0.270968545919044,0.0576367418466185,-4.70131616114143,2.58489923443686e-06,0.0002604220703461,Not Significant,0.270968545919044
ENSG00000144834.14,TAGLN3,3082.76733815327,-0.365608298800541,0.0779411756865266,-4.69082350349691,2.72107624474585e-06,0.0002727639644733,Not Significant,0.365608298800541
ENSG00000057935.14,MTA3,2419.06552426133,-0.29528216260114,0.062974639538034,-4.68890595908536,2.7466957052372e-06,0.0002728670036456,Not Significant,0.29528216260114
ENSG00000156030.14,MIDEAS,725.280774113013,-0.528175520354933,0.112916968132261,-4.67755669578616,2.90313320173457e-06,0.0002852793158039,Not Significant,0.528175520354933
ENSG00000013503.10,POLR3B,543.934494437882,-0.387838145758104,0.083061083060653,-4.66931240801299,3.02209513344098e-06,0.0002940275938636,Not Significant,0.387838145758104
ENSG00000102606.20,ARHGEF7,3853.90241748143,-0.315845887871702,0.0678138362708656,-4.65754343420616,3.20004923888567e-06,0.0003068970298908,Not Significant,0.315845887871702
ENSG00000123901.9,GPR83,1079.34349979958,-0.650336993770871,0.139864091850984,-4.64977811791579,3.32292318279733e-06,0.0003171563236863,Not Significant,0.650336993770871
ENSG00000160058.19,BSDC1,3074.97694157332,-0.288375382585062,0.0622551070050842,-4.63215624320605,3.61876880063276e-06,0.0003408598140038,Not Significant,0.288375382585062
ENSG00000178913.9,TAF7,4464.34594362491,-0.296186958788812,0.0639623162778464,-4.63064779427628,3.64523479661711e-06,0.0003413856512813,Not Significant,0.296186958788812
ENSG00000122692.9,SMU1,1785.84822978511,-0.35113709025992,0.0761746995326794,-4.60962881920236,4.03388523146098e-06,0.0003708200119685,Not Significant,0.35113709025992
ENSG00000289209.1,ENSG00000289209,6.6452744873316,-6.27507481147023,1.36268339104653,-4.60493967468924,4.12585443986988e-06,0.0003767934096228,Down-regulated,6.27507481147023
ENSG00000213719.8,CLIC1,2500.50298919024,-0.626763763794714,0.136217735902544,-4.60119058389819,4.20082834273457e-06,0.0003783429505149,Not Significant,0.626763763794714
ENSG00000291044.1,ENSG00000291044,10.2683039372803,-4.43728202612217,0.964200753234382,-4.60203127952083,4.18390349862051e-06,0.0003783429505149,Down-regulated,4.43728202612217
ENSG00000183665.5,TRMT12,429.534017751297,-0.504440219759436,0.110467614994433,-4.5664081711627,4.96152235919843e-06,0.0004321940961628,Not Significant,0.504440219759436
ENSG00000259577.2,CERNA1,84.7765333263154,-1.19930049136965,0.263284045507319,-4.55515824765885,5.23461558036533e-06,0.000452035115139,Down-regulated,1.19930049136965
ENSG00000132670.21,PTPRA,5832.77103974897,-0.309512036729867,0.0680726169966764,-4.54679209328736,5.44697570057889e-06,0.0004683459968756,Not Significant,0.309512036729867
ENSG00000113851.16,CRBN,1511.28810456867,-0.246195977043289,0.0542672890443713,-4.53672887256242,5.71334805147501e-06,0.0004829231649611,Not Significant,0.246195977043289
ENSG00000100938.19,GMPR2,1398.61656181204,-0.361595331859362,0.0798733187688508,-4.52711039722538,5.97957056992761e-06,0.0005032931380966,Not Significant,0.361595331859362
ENSG00000123965.13,PMS2P5,40.5505568100361,-2.6738113854908,0.592477201611881,-4.51293548210207,6.39364761091426e-06,0.0005248579528498,Down-regulated,2.6738113854908
