SUID,shared name,shared interaction,name,selected,interaction,stringdb::score,stringdb::interspecies,stringdb::neighborhood,stringdb::fusion,stringdb::cooccurrence,stringdb::coexpression,stringdb::experiments,stringdb::databases,stringdb::textmining
105477,9606.ENSP00000232564 (pp) 9606.ENSP00000451030,pp,9606.ENSP00000232564 (pp) 9606.ENSP00000451030,False,pp,0.775,,0.0,0.0,0.0,0.074,0.44,0.5,0.236
105483,9606.ENSP00000243052 (pp) 9606.ENSP00000294016,pp,9606.ENSP00000243052 (pp) 9606.ENSP00000294016,False,pp,0.708,,0.0,0.0,0.0,0.0,0.0,0.65,0.2
105489,9606.ENSP00000243052 (pp) 9606.ENSP00000410309,pp,9606.ENSP00000243052 (pp) 9606.ENSP00000410309,False,pp,0.911,,0.0,0.0,0.061,0.058,0.0,0.9,0.117
105495,9606.ENSP00000243052 (pp) 9606.ENSP00000498074,pp,9606.ENSP00000243052 (pp) 9606.ENSP00000498074,False,pp,0.93,,0.0,0.0,0.0,0.0,0.0,0.9,0.334
105501,9606.ENSP00000243052 (pp) 9606.ENSP00000379496,pp,9606.ENSP00000243052 (pp) 9606.ENSP00000379496,False,pp,0.957,,0.0,0.0,0.058,0.0,0.574,0.9,0.073
105510,9606.ENSP00000262768 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000262768 (pp) 9606.ENSP00000346839,False,pp,0.713,,0.0,0.0,0.0,0.126,0.16,0.0,0.64
105513,9606.ENSP00000275364 (pp) 9606.ENSP00000451030,pp,9606.ENSP00000275364 (pp) 9606.ENSP00000451030,False,pp,0.733,,0.0,0.0,0.0,0.091,0.288,0.0,0.62
105519,9606.ENSP00000275364 (pp) 9606.ENSP00000337261,pp,9606.ENSP00000275364 (pp) 9606.ENSP00000337261,False,pp,0.999,,0.0,0.0,0.0,0.0,0.593,0.9,0.991
105522,9606.ENSP00000294016 (pp) 9606.ENSP00000498074,pp,9606.ENSP00000294016 (pp) 9606.ENSP00000498074,False,pp,0.7,,0.0,0.0,0.0,0.044,0.0,0.65,0.175
105525,9606.ENSP00000294016 (pp) 9606.ENSP00000379496,pp,9606.ENSP00000294016 (pp) 9606.ENSP00000379496,False,pp,0.723,,0.0,0.0,0.0,0.0,0.0,0.65,0.243
105531,9606.ENSP00000295550 (pp) 9606.ENSP00000346839,pp,9606.ENSP00000295550 (pp) 9606.ENSP00000346839,False,pp,0.736,,0.0,0.0,0.0,0.185,0.05,0.0,0.686
105534,9606.ENSP00000300413 (pp) 9606.ENSP00000451291,pp,9606.ENSP00000300413 (pp) 9606.ENSP00000451291,False,pp,0.787,,0.0,0.0,0.0,0.658,0.235,0.0,0.253
