"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"73","6","STRING Clusters","","Respiratory chain complex","0.0243","COX5B|NDUFV3|MT-ND3|NDUFB2|NDUFC1|NDUFAB1","8815","9371|9403|9391|9463|9423|9443","7.43E-5","","CL:11077","0.18995234538168518","0"
"7","3","STRING Clusters","","Mixed, incl. Vitelliform macular dystrophy, and Cone-rod dystrophy 1","0.0243","IMPG2|PCARE|PRCD","8815","9071|9315|9299","7.96E-5","","CL:24518","0.18995234538168518","0"
"103","7","Reactome Pathways","","Respiratory electron transport","0.0265","COX5B|ETFB|NDUFV3|MT-ND3|NDUFB2|NDUFC1|NDUFAB1","8815","9371|9379|9403|9391|9463|9423|9443","5.8E-5","","HSA-611105","0.18552360520102149","0"
"170","8","Monarch Phenotype","","Hemiplegia/hemiparesis","0.0273","TULP1|TTR|GUCY2D|RPE65|LRAT|AIPL1|CBS|ENPP1","8815","9223|9007|9415|9195|9439|9471|9235|9275","2.0E-4","","HP:0004374","0.18400379543854997","0"
"6","3","DISEASES","","Progressive supranuclear palsy","0.0286","CBS|CBSL|SNCA","8815","9235|9251|9035","5.61E-5","","DOID:678","0.18162663024683703","0"
"50","5","GO Cellular Component","","Mitochondrial respiratory chain complex I","0.0292","NDUFV3|MT-ND3|NDUFB2|NDUFC1|NDUFAB1","8815","9403|9391|9463|9423|9443","1.3E-4","","GO:0005747","0.18056569587894683","0"
"731","18","GO Cellular Component","","Cilium","0.0292","TULP1|GUCA1B|PRPH2|GPR83|CNGB1|GUCY2D|PDE6A|PKD1|GAS8|PDE6G|PCARE|EFCAB2|TTC21A|AJM1|PDE6B|PROM1|PRCD|EHD1","8815","9223|9211|9259|9339|9243|9415|9287|9127|9051|9271|9315|9215|8911|9091|9175|9083|9299|8855","1.3E-4","","GO:0005929","0.18056569587894683","0"
"25","4","STRING Clusters","","Synaptic membrane adhesion, and Receptor tyrosine-protein phosphatase, alpha/epsilon-type","0.0308","LRFN1|LRFN4|GPC4|PTPRA","8815","9055|9063|9419|9319","1.2E-4","","CL:23202","0.17783972498835895","0"
"30","4","Monarch Phenotype","","Retinal pigment epithelial atrophy","0.031","IMPG2|RPE65|LRAT|PROM1","8815","9071|9195|9439|9083","2.3E-4","","HP:0007722","0.17750898055554604","0"
"1673","30","Monarch Phenotype","","Abnormality of the vasculature","0.0312","IMPG2|TULP1|GUCA1B|PRPH2|TTR|CNGB1|PDE6A|PKD1|RPE65|TYR|GAS8|ZNF462|COL6A3|ADH5|PDE6G|PCARE|LRAT|PLD1|FN1|IGSF3|DVL1|AIPL1|CBS|NSF|NBEAL2|PDE6B|PROM1|RBM8A|PRCD|ENPP1","8815","9071|9223|9211|9259|9007|9243|9287|9127|9195|9491|9051|8891|8979|8999|9271|9315|9439|9447|9019|9111|9047|9471|9235|9531|8871|9175|9083|8883|9299|9275","2.3E-4","","HP:0002597","0.17718036311128568","0"
"11","3","Monarch Phenotype","","Delayed social development","0.0312","RPE65|LRAT|ABCC8","8815","9195|9439|9311","2.4E-4","","HP:0012434","0.17718036311128568","0"
"88","6","COMPARTMENTS","","Respiratory chain complex","0.0321","COX5B|NDUFV3|MT-ND3|NDUFB2|NDUFC1|NDUFAB1","8815","9371|9403|9391|9463|9423|9443","2.0E-4","","GOCC:0098803","0.17572718926674702","0"
"1362","26","Monarch Phenotype","","Abnormal ear physiology","0.0328","IMPG2|TULP1|GUCA1B|PRPH2|TTR|CNGB1|GUCY2D|PDE6A|RPE65|TYR|GAS8|ZNF462|PPFIBP1|PDE6G|PCARE|LRAT|MT-ND3|GPC4|DVL1|AIPL1|PDE6B|PROM1|RBM8A|PRCD|ABCC8|ENPP1","8815","9071|9223|9211|9259|9007|9243|9415|9287|9195|9491|9051|8891|9087|9271|9315|9439|9391|9419|9047|9471|9175|9083|8883|9299|9311|9275","2.5E-4","","HP:0031704","0.1746248387979224","0"
"1288","25","Monarch Phenotype","","Hearing impairment","0.0338","IMPG2|TULP1|GUCA1B|PRPH2|TTR|CNGB1|GUCY2D|PDE6A|RPE65|TYR|GAS8|ZNF462|PDE6G|PCARE|LRAT|MT-ND3|GPC4|DVL1|AIPL1|PDE6B|PROM1|RBM8A|PRCD|ABCC8|ENPP1","8815","9071|9223|9211|9259|9007|9243|9415|9287|9195|9491|9051|8891|9271|9315|9439|9391|9419|9047|9471|9175|9083|8883|9299|9311|9275","2.6E-4","","HP:0000365","0.1730901938382284","0"
"90","6","GO Cellular Component","","Respiratory chain complex","0.0345","COX5B|NDUFV3|MT-ND3|NDUFB2|NDUFC1|NDUFAB1","8815","9371|9403|9391|9463|9423|9443","2.2E-4","","GO:0098803","0.17204272273914853","0"
"26","5","GO Molecular Function","","3,5-cyclic-nucleotide phosphodiesterase activity","0.0368","PDE6A|PDE6G|PDE1C|PDE6B|ENPP1","8815","9287|9271|9227|9175|9275","7.45E-6","","GO:0004114","0.1687448148627421","0"
"15","4","GO Molecular Function","","3,5-cyclic-GMP phosphodiesterase activity","0.0368","PDE6A|PDE6G|PDE1C|PDE6B","8815","9287|9271|9227|9175","2.12E-5","","GO:0047555","0.1687448148627421","0"
"12","3","Monarch Phenotype","","Bulls eye maculopathy","0.0375","RPE65|LRAT|PROM1","8815","9195|9439|9083","2.9E-4","","HP:0011504","0.16778193615742046","0"
"47","6","GO Biological Process","","Detection of visible light","0.0389","TULP1|PRPH2|CNGB1|RPE65|AIPL1|PDE6B","8815","9223|9259|9243|9195|9471|9175","7.43E-6","","GO:0009584","0.16590895761937471","0"
"94","6","GO Cellular Component","","Mitochondrial respirasome","0.04","COX5B|NDUFV3|MT-ND3|NDUFB2|NDUFC1|NDUFAB1","8815","9371|9403|9391|9463|9423|9443","2.7E-4","","GO:0005746","0.16448402828101402","0"
"78","7","GO Biological Process","","Retina homeostasis","0.0425","TULP1|CNGB1|RPE65|AZGP1|AIPL1|ZG16B|PROM1","8815","9223|9243|9195|8919|9471|9043|9083","1.08E-5","","GO:0001895","0.16138612001989353","0"
"114","8","GO Biological Process","","Respiratory electron transport chain","0.043","COX5B|ETFB|NDUFV3|MT-ND3|NDUFB2|NDUFC1|NDUFAB1|SNCA","8815","9371|9379|9403|9391|9463|9423|9443|9035","1.37E-5","","GO:0022904","0.16078845430060057","0"
"1161","23","Monarch Phenotype","","Abnormality of vision","0.0449","IMPG2|TULP1|GUCA1B|PRPH2|TTR|CNGB1|GUCY2D|PDE6A|C12orf4|RPE65|TYR|PDE6G|PCARE|LRAT|MT-ND3|AIPL1|CBS|PDE6B|PROM1|PRCD|CYP2D6|ENPP1|SNCA","8815","9071|9223|9211|9259|9007|9243|9415|9287|9103|9195|9491|9271|9315|9439|9391|9471|9235|9175|9083|9299|9003|9275|9035","3.5E-4","","HP:0000504","0.15857901597139099","0"
"1391","26","GO Cellular Component","","Neuron projection","0.047","TULP1|GUCA1B|PRPH2|CNGB1|GUCY2D|PDE6A|GNA12|MICALL2|PDE6G|IRX3|PCARE|ACAP3|SSTR2|NEGR1|TPRG1L|DVL1|SMN2|NSF|COPG2|PDE6B|PROM1|RGS6|RBM8A|PRCD|ARHGEF7|SNCA","8815","9223|9211|9259|9243|9415|9287|8967|9323|9271|9131|9315|8863|9139|9119|9143|9047|9451|9531|9539|9175|9083|8987|8883|9299|9303|9035","3.4E-4","","GO:0043005","0.15624325231038041","0"
"63","5","UniProt Keywords","","Respiratory chain","0.0471","NDUFV3|MT-ND3|NDUFB2|NDUFC1|NDUFAB1","8815","9403|9391|9463|9423|9443","3.5E-4","","KW-0679","0.15613464475307914","0"
