"","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","status"
"ENSG00000112619.8","PRPH2",102.01894902377,-5.72474666630045,0.525747181796692,-10.8887824119887,1.3037158446545e-27,2.67444268372424e-23,"Down-regulated"
"ENSG00000112599.9","GUCA1B",79.0324335393014,2.22402678908222,0.205942850533428,10.7992425244266,3.47054796919158e-27,3.34164215444955e-23,"Up-regulated"
"ENSG00000290588.1","ENSG00000290588",75.531007367667,6.5391827495524,0.607292124069005,10.7677713745706,4.88687065581976e-27,3.34164215444955e-23,"Up-regulated"
"ENSG00000293514.1","CUTALP",689.533907487444,-1.27212741467802,0.121525962647172,-10.4679476464746,1.21243107458218e-25,6.21795276599471e-22,"Down-regulated"
"ENSG00000180346.5","TIGD2",445.676985619657,1.01288995017016,0.107894234757405,9.38780419961824,6.12640889048603e-21,1.81655299064142e-17,"Up-regulated"
"ENSG00000137713.16","PPP2R1B",796.253804913429,0.89493137660129,0.0953416882052675,9.38656943722805,6.19863065930095e-21,1.81655299064142e-17,"Not Significant"
"ENSG00000183793.14","NPIPA5",42.5694694994023,-3.93665153469637,0.419177041412826,-9.39138155426638,5.92183310764296e-21,1.81655299064142e-17,"Down-regulated"
"ENSG00000291093.1","SVIL-AS1",326.663805683827,2.01110934791419,0.215227265798204,9.34411976315211,9.26569582746231e-21,2.37595605255702e-17,"Up-regulated"
"ENSG00000249378.8","LINC01060",94.1006961852587,7.77067609163598,0.843156789135245,9.21616974656127,3.07902563867906e-20,7.01812577242914e-17,"Up-regulated"
"ENSG00000274276.6","ENSG00000274276",54.5164979040876,3.49724741802315,0.380716755379313,9.18595614353457,4.07887337233455e-20,8.36740083600709e-17,"Up-regulated"
"ENSG00000092199.19","HNRNPC",8222.20270578523,-0.284495022577529,0.0347691790171577,-8.18239114697351,2.78266079136106e-16,5.18940940672553e-13,"Not Significant"
"ENSG00000253731.3","PCDHGA6",267.418436057701,7.00438591124343,0.863179656900065,8.11463274794759,4.87256129439458e-16,8.01685064849664e-13,"Up-regulated"
"ENSG00000213025.2","COX20P1",47.2037159711878,-6.13937486655564,0.7570541109958,-8.10955885105775,5.08038697623361e-16,8.01685064849664e-13,"Down-regulated"
"ENSG00000003096.15","KLHL13",1387.35249488527,1.18338209673296,0.150440283282499,7.86612515552624,3.657945940951e-15,5.35993593090491e-12,"Up-regulated"
"ENSG00000180616.9","SSTR2",3464.01331149024,1.28846472828341,0.166384961648503,7.74387730428042,9.64300671898284e-15,1.31877759888809e-11,"Up-regulated"
"ENSG00000147647.13","DPYS",31.251148500242,3.40705063439394,0.44900919223706,7.58793070008051,3.25054670000061e-14,4.16760718773828e-11,"Up-regulated"
"ENSG00000075651.17","PLD1",284.787542156591,1.04254365281359,0.143502150222968,7.26500370338514,3.73028051344379e-13,4.50135143839918e-10,"Up-regulated"
"ENSG00000115414.21","FN1",470.916558369081,-2.78802562304842,0.386200547509404,-7.21911359532844,5.23275314659353e-13,5.96359433606776e-10,"Down-regulated"
"ENSG00000290885.1","ENSG00000290885",40.5601698995646,5.7476412708236,0.804915572304105,7.14067595234955,9.28730630241602e-13,1.00273579730401e-09,"Up-regulated"
"ENSG00000275993.4","ENSG00000275993",451.872597881166,-2.12004472278663,0.297947095621615,-7.11550726266864,1.11501974244424e-12,1.14367574982506e-09,"Down-regulated"
"ENSG00000007062.12","PROM1",404.085584259995,1.32979731978377,0.188963518701222,7.03732301834602,1.95968202309329e-12,1.91432938198742e-09,"Up-regulated"
"ENSG00000253537.3","PCDHGA7",237.456323647231,5.79698358322935,0.840505445215045,6.89702085362003,5.31043892866678e-12,4.95174291739411e-09,"Up-regulated"
