"","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000233757.7","ZNF892",385.662316290632,0.156295626553055,0.179593743726619,0.870273225057164,0.384151107503809,1
"ENSG00000155066.16","PROM2",95.1744039855575,0.18706483524305,0.323107920138938,0.578954657510752,0.562619768456667,1
"ENSG00000115041.14","KCNIP3",103.498703822516,-0.0875831788836098,0.39516633300341,-0.221636236614453,0.824597071227095,1
"ENSG00000115042.10","FAHD2A",486.059019769058,0.0495966748639875,0.0982080256919271,0.505016514837284,0.613547236603108,1
"ENSG00000144010.11","TRIM43B",0.504173170951733,-1.47165745645212,5.95237140472884,-0.247238849256444,0.804723380990489,1
"ENSG00000144015.5","TRIM43",0.80481143924074,-1.47165696834018,5.95237087692149,-0.247238789176609,0.804723427484309,1
"ENSG00000232931.6","LINC00342",759.310427264335,0.0130222039184798,0.26417481918041,0.0492938878840934,0.960685090360208,1
"ENSG00000174501.15","ANKRD36C",865.153657504002,0.0549748867854973,0.249732309981639,0.220135259188285,0.825765815398522,1
"ENSG00000291176.1","ENSG00000291176",98.097705936893,-0.0970417169523903,0.218706679295557,-0.443707148153667,0.657254326744285,1
"ENSG00000186281.13","GPAT2",2.60372619460494,1.73232298117482,1.05092640811661,1.6483770583702,0.0992753207683417,1
"ENSG00000274286.2","ADRA2B",1.34845542943709,-0.822393201372258,1.33203794421534,-0.617394725836211,0.53697439995661,1
"ENSG00000188886.4","ASTL",9.37835844359583,-0.157805914855219,0.655912029238237,-0.2405900605886,0.809872854442971,1
"ENSG00000158050.5","DUSP2",90.1191211037314,0.115774556246959,0.305388616172174,0.379105670990982,0.704609395244187,1
"ENSG00000084090.14","STARD7",3846.9166010249,-0.0219954456416276,0.0504121023252477,-0.436312802424264,0.662609794442013,1
"ENSG00000204685.9","STARD7-AS1",114.542619382523,0.129456101695328,0.168448885647031,0.768518599562549,0.442179144940048,1
"ENSG00000135956.9","TMEM127",2997.5673244012,-0.0366661819178209,0.0924898054549164,-0.396434847467526,0.691784262879237,1
"ENSG00000144021.3","CIAO1",2944.46138118272,-0.049782016976483,0.0333199204571337,-1.49406169923268,0.135159493547929,1
"ENSG00000144028.15","SNRNP200",6448.728785377,0.056643440775876,0.0953383976877404,0.594130404429482,0.55242489656164,1
"ENSG00000198885.10","ITPRIPL1",1.72053048039691,-0.446592469309754,1.37855354551917,-0.323957288972453,0.745970370345654,1
"ENSG00000121152.10","NCAPH",17.1080219735616,0.398927518418361,0.456981762542811,0.87296157334285,0.382684022979615,1
"ENSG00000163121.10","NEURL3",7.38581821033207,-0.758073100106715,0.708708996291851,-1.06965355889815,0.284775277639113,1
"ENSG00000235480.1","ENSG00000235480",0.42640731183426,0.772043460941692,3.56679896661084,0.21645275446384,0.828634848644219,1
"ENSG00000196843.17","ARID5A",107.971352845157,-0.361382473403191,0.424717699330395,-0.850876885924326,0.394837745883076,1
"ENSG00000114982.19","KANSL3",1420.45646925085,0.0093289963170565,0.0735346396503416,0.126865329882842,0.899046987612646,1
"ENSG00000249715.13","FER1L5",13.1206043640828,0.167756850569926,0.868146457990362,0.193235656294975,0.846774415259054,1
"ENSG00000114988.12","LMAN2L",600.660606911007,-0.0621415181584813,0.228976059105298,-0.271388713742796,0.786092081568629,1
"ENSG00000158158.12","CNNM4",1044.08955493058,-0.00145867415506469,0.0912022450379318,-0.0159938404417349,0.987239305683085,1
"ENSG00000273265.1","CNNM3-DT",5.87036858794934,0.672817253079297,0.653309598272768,1.02985974009582,0.30307585219278,1
"ENSG00000289135.2","ENSG00000289135",14.4651599955982,-0.391084323207809,0.395286954740002,-0.98936815019621,0.322483051605074,1
"ENSG00000168763.16","CNNM3",476.500674628239,0.00831183576256528,0.106105414030812,0.0783356423278421,0.937561066083928,1
"ENSG00000163126.15","ANKRD23",32.8154329460473,-0.270547590869888,0.28895184609674,-0.936306843249275,0.349115225782159,1
"ENSG00000213337.9","ANKRD39",52.7623493105471,0.0708053091837147,0.244305772567203,0.289822497600779,0.77195203560471,1
"ENSG00000168758.11","SEMA4C",2659.22611336439,-0.0703471075836036,0.0714225460059552,-0.984942591905616,0.324652270618435,1
"ENSG00000168754.15","FAM178B",12.2560503987355,0.521990226633573,0.619333327775068,0.84282599244062,0.399325768827011,1
"ENSG00000144199.12","FAHD2B",289.018319989552,-0.179430821878212,0.428521361345391,-0.41872083416068,0.67542016757289,1
"ENSG00000279791.1","ENSG00000279791",14.0265635409785,-0.13751170735065,0.776539720690063,-0.1770826445664,0.859443474111439,1
"ENSG00000275655.1","RN7SL313P",1.88855526657484,-0.250105680450976,1.43775621363773,-0.17395555524547,0.86190039137137,1
"ENSG00000135976.21","ANKRD36",744.324461765819,0.0411392266595555,0.223307175822769,0.184227069766026,0.853835324309833,1
